16_1718289_00386644 11:27:18.96 38:39:52.06   60  clear  3 
19_1752447_00114711 11:40:58.74 11:28:16.07   60  clear  3 
26_1802524_00148056 12:01:00.58 14:48:20.34   60  clear  3 
31_1767764_00137068 11:47:06.34 13:42:24.73   60  clear  3 
39_1804695_00225314 12:01:52.69 22:31:53.36   60  clear  3 
48_1756642_00248227 11:42:39.42 24:49:21.83   60  clear  3 
54_1792743_00118977 11:57:05.85 11:53:51.90   60  clear  3 
73_1798549_00509616 11:59:25.19 50:57:42.08   60  clear  3 
100_1836490_00072536 12:14:35.76 07:15:13.25   60  clear  3 
101_1733382_00470290 11:33:21.18 47:01:44.72   60  clear  3 
102_1781141_00348945 11:52:27.40 34:53:40.34   60  clear  3 
111_1766917_00145333 11:46:46.02 14:32:00.17   60  clear  3 
121_1742259_00041236 11:36:54.22 04:07:25.00   60  clear  3 
124_1705830_00467013 11:22:19.94 46:42:04.79   60  clear  3 
125_1810391_00203478 12:04:09.39 20:20:52.12   60  clear  3 
126_1815358_00495823 12:06:08.60 49:34:56.32   60  clear  3 
136_1826539_00188278 12:10:36.96 18:49:40.12   60  clear  3 
141_1823602_00388896 12:09:26.46 38:53:22.74   60  clear  3 
146_1738495_00316542 11:35:23.90 31:39:15.44   60  clear  3 
152_1813655_00142796 12:05:27.72 14:16:46.60   60  clear  3 
161_1837688_00140289 12:15:04.52 14:01:44.33   60  clear  3 
170_1816297_00633524 12:06:31.13 63:21:08.68   60  clear  3 
181_1755754_00198377 11:42:18.11 19:50:16.08   60  clear  3 
189_1716241_00168632 11:26:29.80 16:51:47.59   60  clear  3 
198_1820794_00316578 12:08:19.06 31:39:28.37   60  clear  3 
199_1805939_00298616 12:02:22.54 29:51:42.08   60  clear  3 
204_1810206_00202469 12:04:04.96 20:14:48.95   60  clear  3 
220_1733759_00335073 11:33:30.24 33:30:26.42   60  clear  3 
227_1831871_00359379 12:12:44.91 35:56:16.55   60  clear  3 
230_1815634_00096967 12:06:15.23 09:41:48.34   60  clear  3 
239_1769562_00617193 11:47:49.50 61:43:09.62   60  clear  3 
258_1780944_-0036544 11:52:22.67 -4:39:15.98   60  clear  3 
270_1824144_00178563 12:09:39.47 17:51:23.00   60  clear  3 
285_1765507_00203916 11:46:12.19 20:23:29.80   60  clear  3 
289_1823741_00436853 12:09:29.79 43:41:07.15   60  clear  3 
291_1736436_00186821 11:34:34.46 18:40:55.81   60  clear  3 
300_1823539_00135747 12:09:24.96 13:34:29.06   60  clear  3 
321_1700709_00135894 11:20:17.02 13:35:22.16   60  clear  3 
325_1793227_00281190 11:57:17.47 28:07:08.58   60  clear  3 
332_1735580_-0088456 11:34:13.93 -9:50:44.48   60  clear  3 
358_1715583_00078421 11:26:14.00 07:50:31.74   60  clear  3 
362_1762018_00220988 11:44:48.45 22:05:55.97   60  clear  3 
382_1826879_00258442 12:10:45.12 25:50:39.34   60  clear  3 
407_1784530_-0041678 11:53:48.72 -5:10:04.44   60  clear  3 
422_1774771_00707288 11:49:54.53 70:43:43.86   60  clear  3 
423_1723275_00406427 11:29:18.61 40:38:33.94   60  clear  3 
426_1833202_00436982 12:13:16.86 43:41:53.77   60  clear  3 
447_1779003_00166641 11:51:36.09 16:39:50.90   60  clear  3 
451_1762660_00196205 11:45:03.86 19:37:13.98   60  clear  3 
477_1734795_00193598 11:33:55.10 19:21:35.50   60  clear  3 
505_1782787_00350230 11:53:06.89 35:01:22.91   60  clear  3 
507_1759086_00208315 11:43:38.08 20:49:53.62   60  clear  3 
511_1793320_00364156 11:57:19.70 36:24:56.45   60  clear  3 
518_1739991_00602542 11:35:59.80 60:15:15.19   60  clear  3 
523_1758053_00201318 11:43:13.29 20:07:54.52   60  clear  3 
530_1704296_00201695 11:21:43.11 20:10:10.34   60  clear  3 
540_1734309_00326360 11:33:43.43 32:38:09.96   60  clear  3 
565_1809604_00165546 12:03:50.52 16:33:16.67   60  clear  3 
571_1812967_00402471 12:05:11.23 40:14:49.63   60  clear  3 
586_1701262_00062470 11:20:30.30 06:14:49.34   60  clear  3 
626_1764560_00197674 11:45:49.45 19:46:02.86   60  clear  3 
627_1802932_00141045 12:01:10.38 14:06:16.24   60  clear  3 
639_1815411_00311264 12:06:09.88 31:07:35.22   60  clear  3 
642_1799173_00265466 11:59:40.17 26:32:47.90   60  clear  3 
646_1802311_00153728 12:00:55.47 15:22:22.37   60  clear  3 
650_1789379_00553206 11:55:45.12 55:19:14.41   60  clear  3 
651_1759546_00199684 11:43:49.12 19:58:06.35   60  clear  3 
654_1791572_00556330 11:56:37.74 55:37:58.80   60  clear  3 
656_1820350_00257178 12:08:08.40 25:43:04.19   60  clear  3 
667_1818978_00257719 12:07:35.47 25:46:18.95   60  clear  3 
678_1813446_00503527 12:05:22.70 50:21:09.90   60  clear  3 
701_1793605_-0012480 11:57:26.53 -2:14:52.87   60  clear  3 
714_1831531_-0081585 12:12:36.76 -9:09:30.96   60  clear  3 
717_1794337_00322941 11:57:44.11 32:17:38.98   60  clear  3 
722_1818426_00256105 12:07:22.23 25:36:38.02   60  clear  3 
724_1781773_00237041 11:52:42.56 23:42:14.76   60  clear  3 
730_1767682_-0036166 11:47:04.38 -4:36:59.87   60  clear  3 
734_1719216_00665897 11:27:41.20 66:35:23.21   60  clear  3 
738_1817630_00430653 12:07:03.13 43:03:55.40   60  clear  3 
750_1829108_00164791 12:11:38.61 16:28:44.94   60  clear  3 
754_1791198_00504283 11:56:28.77 50:25:42.20   60  clear  3 
755_1808392_00294198 12:03:21.42 29:25:11.46   60  clear  3 
762_1767693_00222411 11:47:04.64 22:14:28.32   60  clear  3 
770_1788202_00174876 11:55:16.86 17:29:15.58   60  clear  3 
778_1712465_00226977 11:24:59.18 22:41:51.86   60  clear  3 
787_1793371_00251954 11:57:20.91 25:11:43.62   60  clear  3 
810_1838098_00206590 12:15:14.36 20:39:32.69   60  clear  3 
812_1815448_00429557 12:06:10.77 42:57:20.84   60  clear  3 
816_1720392_00169204 11:28:09.42 16:55:13.69   60  clear  3 
839_1733367_00632801 11:33:20.81 63:16:48.65   60  clear  3 
843_1807583_00041185 12:03:02.01 04:07:06.92   60  clear  3 
868_1758522_00197498 11:43:24.54 19:44:59.60   60  clear  3 
873_1791840_00320217 11:56:44.16 32:01:18.16   60  clear  3 
875_1823324_00189974 12:09:19.78 18:59:50.71   60  clear  3 
885_1759951_00198917 11:43:58.84 19:53:30.37   60  clear  3 
891_1742276_00178885 11:36:54.63 17:53:18.92   60  clear  3 
895_1793769_00323341 11:57:30.47 32:20:03.01   60  clear  3 
903_1838203_00130238 12:15:16.87 13:01:25.82   60  clear  3 
925_1787596_00272978 11:55:02.31 27:17:52.12   60  clear  3 
933_1832170_00012996 12:12:52.10 01:17:58.81   60  clear  3 
942_1823649_00316434 12:09:27.58 31:38:36.31   60  clear  3 
955_1817640_00257295 12:07:03.36 25:43:46.45   60  clear  3 
964_1792060_00127757 11:56:49.46 12:46:32.81   60  clear  3 
973_1791820_00121081 11:56:43.70 12:06:29.27   60  clear  3 
976_1758446_00164855 11:43:22.72 16:29:08.12   60  clear  3 
978_1822826_00371120 12:09:07.83 37:06:43.42   60  clear  3 
982_1700626_00129912 11:20:15.03 12:59:28.64   60  clear  3 
993_1820408_00256133 12:08:09.80 25:36:48.17   60  clear  3 
1000_1754830_00203199 11:41:55.92 20:19:11.82   60  clear  3 
1006_1708845_-0076585 11:23:32.29 -8:39:30.85   60  clear  3 
1008_1794840_00554535 11:57:56.17 55:27:12.82   60  clear  3 
1009_1720506_00219970 11:28:12.15 21:59:49.34   60  clear  3 
1018_1760392_00163710 11:44:09.43 16:22:15.85   60  clear  3 
1020_1823694_00262260 12:09:28.68 26:13:33.82   60  clear  3 
1023_1773476_00397721 11:49:23.43 39:46:19.56   60  clear  3 
1031_1773485_00267415 11:49:23.65 26:44:29.51   60  clear  3 
1040_1826014_00131706 12:10:24.34 13:10:14.48   60  clear  3 
1049_1814361_00195989 12:05:44.68 19:35:56.15   60  clear  3 
1056_1773042_00197599 11:49:13.02 19:45:35.86   60  clear  3 
1080_1737299_00161157 11:34:55.18 16:06:56.70   60  clear  3 
1105_1811522_00020474 12:04:36.53 02:02:50.64   60  clear  3 
1108_1703988_00184581 11:21:35.72 18:27:29.38   60  clear  3 
1111_1784950_00059213 11:53:58.80 05:55:16.86   60  clear  3 
1118_1707595_00536953 11:23:02.29 53:41:43.44   60  clear  3 
1132_1798569_00302144 11:59:25.67 30:12:52.09   60  clear  3 
1141_1814838_00775050 12:05:56.12 77:30:18.25   60  clear  3 
1161_1811934_00020053 12:04:46.43 02:00:19.12   60  clear  3 
1167_1760090_00199717 11:44:02.17 19:58:18.37   60  clear  3 
1170_1811450_00018424 12:04:34.80 01:50:32.64   60  clear  3 
1185_1731067_00280568 11:32:25.62 28:03:24.80   60  clear  3 
1186_1764702_00588029 11:45:52.86 58:48:10.76   60  clear  3 
1206_1826901_00158653 12:10:45.63 15:51:55.08   60  clear  3 
1213_1750279_00459428 11:40:06.71 45:56:34.22   60  clear  3 
1228_1810346_00203911 12:04:08.31 20:23:28.10   60  clear  3 
1229_1747730_-0083298 11:39:05.53 -9:19:47.50   60  clear  3 
1253_1702298_00634045 11:20:55.16 63:24:16.38   60  clear  3 
1256_1826562_00160329 12:10:37.51 16:01:58.55   60  clear  3 
1260_1803222_00312781 12:01:17.33 31:16:41.30   60  clear  3 
1262_1795455_00581565 11:58:10.94 58:09:23.72   60  clear  3 
1264_1810058_00202322 12:04:01.41 20:13:55.96   60  clear  3 
1270_1824852_00364342 12:09:56.47 36:26:03.34   60  clear  3 
1272_1701946_00347510 11:20:46.71 34:45:03.82   60  clear  3 
1276_1775502_00069991 11:50:12.07 06:59:57.05   60  clear  3 
1293_1759895_00199537 11:43:57.49 19:57:13.36   60  clear  3 
1295_1711010_00033249 11:24:24.26 03:19:29.93   60  clear  3 
1299_1804589_00551450 12:01:50.14 55:08:42.29   60  clear  3 
1308_1814032_00204771 12:05:36.77 20:28:37.78   60  clear  3 
1311_1752654_00102251 11:41:03.70 10:13:30.50   60  clear  3 
1324_1758951_00239440 11:43:34.83 23:56:38.47   60  clear  3 
1326_1777695_00563737 11:51:04.70 56:22:25.36   60  clear  3 
1346_1799129_-0026827 11:59:39.11 -3:40:57.72   60  clear  3 
1386_1756096_00515980 11:42:26.31 51:35:52.84   60  clear  3 
1388_1758797_00554784 11:43:31.15 55:28:42.60   60  clear  3 
1392_1824456_00622684 12:09:46.95 62:16:06.56   60  clear  3 
1402_1767058_00693836 11:46:49.41 69:23:01.18   60  clear  3 
1407_1816504_00251139 12:06:36.11 25:06:50.29   60  clear  3 
1408_1777470_00550703 11:50:59.30 55:04:13.33   60  clear  3 
1413_1738097_-0050379 11:35:14.33 -6:02:16.66   60  clear  3 
1416_1753745_00323497 11:41:29.90 32:20:59.10   60  clear  3 
1421_1722054_00283172 11:28:49.30 28:19:01.96   60  clear  3 
1442_1793867_00341444 11:57:32.82 34:08:40.02   60  clear  3 
1480_1791173_00551253 11:56:28.17 55:07:31.30   60  clear  3 
1481_1717956_00087310 11:27:10.96 08:43:51.71   60  clear  3 
1483_1760253_00834625 11:44:06.09 83:27:45.25   60  clear  3 
1498_1819701_00431111 12:07:52.84 43:06:40.25   60  clear  3 
1506_1709395_00178185 11:23:45.50 17:49:06.85   60  clear  3 
1508_1758635_00527111 11:43:27.25 52:42:40.07   60  clear  3 
1509_1819861_00651139 12:07:56.68 65:06:50.33   60  clear  3 
1520_1774187_00484259 11:49:40.50 48:25:33.46   60  clear  3 
1534_1777145_00204969 11:50:51.50 20:29:49.06   60  clear  3 
1550_1815048_00474783 12:06:01.16 47:28:42.10   60  clear  3 
1572_1771591_00487107 11:48:38.21 48:42:38.84   60  clear  3 
1592_1797812_00306975 11:59:07.50 30:41:51.11   60  clear  3 
1603_1733811_00121373 11:33:31.48 12:08:14.35   60  clear  3 
1612_1733056_00503021 11:33:13.36 50:18:07.88   60  clear  3 
1614_1790157_00397285 11:56:03.78 39:43:42.67   60  clear  3 
1622_1810159_00318958 12:04:03.84 31:53:44.92   60  clear  3 
1637_1829851_00406552 12:11:56.43 40:39:18.86   60  clear  3 
1638_1744353_00540455 11:37:44.48 54:02:44.12   60  clear  3 
1640_1712084_00606080 11:24:50.03 60:36:29.16   60  clear  3 
1656_1792063_00531603 11:56:49.53 53:09:37.22   60  clear  3 
1674_1784264_00327713 11:53:42.34 32:46:16.82   60  clear  3 
1720_1815502_00254867 12:06:12.07 25:29:12.26   60  clear  3 
1728_1808460_00437443 12:03:23.05 43:44:39.59   60  clear  3 
1749_1708577_-0067410 11:23:25.86 -7:44:27.71   60  clear  3 
1753_1806777_00019523 12:02:42.66 01:57:08.39   60  clear  3 
1754_1830151_00294170 12:12:03.64 29:25:01.34   60  clear  3 
1765_1793985_00292369 11:57:35.66 29:14:13.16   60  clear  3 
1779_1787345_00357770 11:54:56.28 35:46:37.24   60  clear  3 
1784_1831356_00123098 12:12:32.57 12:18:35.42   60  clear  3 
1791_1709163_-0065288 11:23:39.92 -7:31:43.86   60  clear  3 
1799_1820845_00136841 12:08:20.29 13:41:03.08   60  clear  3 
1847_1705393_00511306 11:22:09.44 51:07:50.23   60  clear  3 
1867_1797926_00377936 11:59:10.25 37:47:37.25   60  clear  3 
1868_1783901_00108776 11:53:33.64 10:52:39.54   60  clear  3 
1870_1826471_00010286 12:10:35.31 01:01:43.10   60  clear  3 
1874_1751938_00172680 11:40:46.53 17:16:04.84   60  clear  3 
1875_1795710_00281925 11:58:17.05 28:11:33.07   60  clear  3 
1903_1710759_00481467 11:24:18.22 48:08:48.44   60  clear  3 
1909_1705765_00130651 11:22:18.38 13:03:54.40   60  clear  3 
1921_1826819_00377137 12:10:43.67 37:42:49.36   60  clear  3 
1939_1737845_00159583 11:35:08.28 15:57:30.17   60  clear  3 
1940_1750794_00177656 11:40:19.07 17:45:56.45   60  clear  3 
1944_1772289_00663292 11:48:54.95 66:19:45.37   60  clear  3 
1953_1765705_-0021789 11:46:16.93 -3:10:44.33   60  clear  3 
1954_1831295_00291686 12:12:31.09 29:10:06.96   60  clear  3 
1965_1722255_00354138 11:28:54.14 35:24:49.90   60  clear  3 
1967_1717102_00641375 11:26:50.46 64:08:15.11   60  clear  3 
1985_1828277_00748082 12:11:18.66 74:48:29.63   60  clear  3 
1996_1770121_00304401 11:48:02.91 30:26:24.54   60  clear  3 
1997_1751856_00224466 11:40:44.57 22:26:47.94   60  clear  3 
2000_1834469_00134248 12:13:47.28 13:25:29.46   60  clear  3 
2013_1745161_00198616 11:38:03.87 19:51:42.05   60  clear  3 
2017_1817803_00310595 12:07:07.28 31:03:34.31   60  clear  3 
2055_1775277_00518547 11:50:06.65 51:51:17.14   60  clear  3 
2064_1779486_00486831 11:51:47.69 48:40:59.30   60  clear  3 
2066_1790953_00320373 11:56:22.88 32:02:14.50   60  clear  3 
2076_1758251_00195668 11:43:18.04 19:34:00.55   60  clear  3 
2082_1729723_-0085320 11:31:53.35 -9:31:55.49   60  clear  3 
2090_1741390_00364103 11:36:33.36 36:24:37.08   60  clear  3 
2093_1702729_00213542 11:21:05.52 21:21:15.44   60  clear  3 
2108_1780108_00257511 11:52:02.59 25:45:04.10   60  clear  3 
2117_1776895_00518242 11:50:45.49 51:49:27.16   60  clear  3 
2118_1828955_00240289 12:11:34.94 24:01:44.29   60  clear  3 
2129_1815149_00206080 12:06:03.59 20:36:29.05   60  clear  3 
2164_1789652_00281397 11:55:51.66 28:08:23.14   60  clear  3 
2168_1730808_00559226 11:32:19.39 55:55:21.61   60  clear  3 
2185_1719330_00172240 11:27:43.94 17:13:26.62   60  clear  3 
2198_1750718_00178012 11:40:17.25 17:48:04.46   60  clear  3 
2212_1707585_00344977 11:23:02.05 34:29:51.83   60  clear  3 
2249_1773781_00126769 11:49:30.75 12:40:36.84   60  clear  3 
2273_1796925_-0004656 11:58:46.22 -1:27:56.27   60  clear  3 
2274_1781584_00243075 11:52:38.02 24:18:27.11   60  clear  3 
2287_1731812_00624309 11:32:43.49 62:25:51.49   60  clear  3 
2294_1728418_00255015 11:31:22.05 25:30:05.44   60  clear  3 
2311_1722598_00172319 11:29:02.36 17:13:55.16   60  clear  3 
2313_1762731_00084694 11:45:05.56 08:28:10.06   60  clear  3 
2320_1822900_00292734 12:09:09.60 29:16:24.35   60  clear  3 
2334_1727228_00133907 11:30:53.47 13:23:26.70   60  clear  3 
2339_1732820_00246524 11:33:07.69 24:39:08.68   60  clear  3 
2342_1803664_00002815 12:01:27.95 00:43:06.49   60  clear  3 
2344_1835234_00345259 12:14:05.62 34:31:33.31   60  clear  3 
2347_1822915_00291767 12:09:09.98 29:10:36.37   60  clear  3 
2354_1725310_00092766 11:30:07.46 09:16:35.87   60  clear  3 
2356_1789113_00617775 11:55:38.73 61:46:39.25   60  clear  3 
2361_1743358_-0039125 11:37:20.59 -4:54:45.07   60  clear  3 
2371_1833069_00135226 12:13:13.66 13:31:21.36   60  clear  3 
2380_1800985_-0000999 12:00:23.64 -1:05:59.86   60  clear  3 
2387_1721294_00091045 11:28:31.08 09:06:16.24   60  clear  3 
2389_1776940_-0009601 11:50:46.58 -1:57:36.50   60  clear  3 
2391_1723056_00090758 11:29:13.34 09:04:32.95   60  clear  3 
2392_1727435_00204271 11:30:58.45 20:25:37.60   60  clear  3 
2407_1806285_00044053 12:02:30.85 04:24:19.37   60  clear  3 
2418_1837709_00331972 12:15:05.03 33:11:50.06   60  clear  3 
2420_1743062_00154325 11:37:13.50 15:25:57.14   60  clear  3 
2439_1719265_00559214 11:27:42.38 55:55:17.22   60  clear  3 
2460_1731639_00353284 11:32:39.35 35:19:42.46   60  clear  3 
2463_1796186_00430757 11:58:28.48 43:04:32.70   60  clear  3 
2489_1804210_00047696 12:01:41.05 04:46:10.78   60  clear  3 
2510_1775896_00213258 11:50:21.51 21:19:33.17   60  clear  3 
2513_1819033_00026922 12:07:36.82 02:41:31.96   60  clear  3 
2515_1772097_-0010325 11:48:50.33 -2:01:57.14   60  clear  3 
2517_1737565_00548505 11:35:01.58 54:51:01.87   60  clear  3 
2526_1768930_00559672 11:47:34.33 55:58:02.14   60  clear  3 
2528_1762067_00199411 11:44:49.62 19:56:28.00   60  clear  3 
2554_1768115_00165635 11:47:14.78 16:33:48.71   60  clear  3 
2556_1775721_00592794 11:50:17.31 59:16:45.98   60  clear  3 
2560_1801480_00180202 12:00:35.53 18:01:13.08   60  clear  3 
2587_1761467_-0028010 11:44:35.22 -3:48:03.60   60  clear  3 
2613_1777921_00106350 11:51:10.11 10:38:06.32   60  clear  3 
2617_1785318_-0026822 11:54:07.63 -3:40:55.99   60  clear  3 
2618_1770287_00598764 11:48:06.91 59:52:35.22   60  clear  3 
2624_1772687_00595827 11:49:04.50 59:34:58.01   60  clear  3 
2633_1818532_00008417 12:07:24.78 00:09:29.63   60  clear  3 
2637_1827681_00504846 12:11:04.37 50:29:04.85   60  clear  3 
2639_1757590_00196497 11:43:02.16 19:38:58.96   60  clear  3 
2658_1799907_00495639 11:59:57.77 49:33:50.11   60  clear  3 
2667_1764362_00200310 11:45:44.69 20:01:51.82   60  clear  3 
2675_1762791_00199669 11:45:06.99 19:58:00.98   60  clear  3 
2678_1772893_00270220 11:49:09.43 27:01:19.49   60  clear  3 
2684_1801301_00088635 12:00:31.23 08:51:48.67   60  clear  3 
2700_1796810_00128481 11:58:43.46 12:50:53.45   60  clear  3 
2701_1701659_00312221 11:20:39.82 31:13:19.85   60  clear  3 
2722_1765324_00474944 11:46:07.78 47:29:40.20   60  clear  3 
2728_1755928_00087699 11:42:22.30 08:46:11.82   60  clear  3 
2746_1768983_00239183 11:47:35.60 23:55:06.06   60  clear  3 
2751_1820299_00252603 12:08:07.19 25:15:37.19   60  clear  3 
2766_1733284_00550809 11:33:18.83 55:04:51.56   60  clear  3 
2768_1814475_00203264 12:05:47.41 20:19:35.15   60  clear  3 
2806_1801367_00200739 12:00:32.82 20:04:26.04   60  clear  3 
2834_1712603_-0087954 11:25:02.47 -9:47:43.44   60  clear  3 
2840_1763421_00143666 11:45:22.12 14:21:59.87   60  clear  3 
2844_1782060_00441207 11:52:49.45 44:07:14.63   60  clear  3 
2846_1748432_00562707 11:39:22.37 56:16:14.59   60  clear  3 
2850_1781484_00590833 11:52:35.64 59:04:59.99   60  clear  3 
2856_1768283_00588856 11:47:18.81 58:53:08.16   60  clear  3 
2858_1837984_-0024405 12:15:11.64 -3:26:26.05   60  clear  3 
